iid,sub_class,model,n_turns,n_turns_extracted,tool_entropy_last10,n_tools_last10
encode__starlette.db5063c2.combine_file__pwz9m9qi,success,gpt-5-router,7,7,2.2359263506290326,7
django__daphne.32ac73e1.func_pm_remove_cond__l15tmnui,success,gpt-5-router,14,14,2.049452072789394,11
encode__starlette.db5063c2.func_basic__a454vzio,success,gpt-5-router,8,8,2.1556390622295662,8
encode__starlette.db5063c2.combine_module__mue6p1rc,locked,gpt-5-router,6,5,2.321928094887362,5
encode__starlette.db5063c2.combine_file__hmoj7hn2,success,gpt-5-router,6,6,2.584962500721156,6
django__daphne.32ac73e1.lm_rewrite__dvmzmdkb,success,gpt-5-router,7,7,2.5216406363433186,7
django__daphne.32ac73e1.func_pm_class_rm_funcs__eiae3d5i,success,gpt-5-router,6,5,1.9219280948873623,5
django__daphne.32ac73e1.func_basic__2cpoddzp,success,gpt-5-router,10,10,2.0464393446710156,10
django__daphne.32ac73e1.lm_rewrite__ojdz9h3d,success,gpt-5-router,10,10,1.9609640474436814,10
django__daphne.32ac73e1.func_basic__f755cc7l,success,gpt-5-router,9,9,2.4193819456463714,9
django__daphne.32ac73e1.combine_file__6brmldtt,success,gpt-5-router,8,8,2.5,8
django__daphne.32ac73e1.func_basic__nzevjno5,locked,gpt-5-router,5,5,1.9219280948873623,5
django__daphne.32ac73e1.lm_rewrite__7cxbvw9c,success,gpt-5-router,13,13,1.8676338909712125,11
django__daphne.32ac73e1.func_basic__1kncx1a3,success,gpt-5-router,8,8,1.061278124459133,8
django__daphne.32ac73e1.combine_file__6ei5im05,success,gpt-5-router,12,12,2.1180782093497093,11
django__daphne.32ac73e1.combine_file__58p1glea,success,gpt-5-router,12,12,2.1709505944546685,10
django__channels.a144b4b8.func_basic__g8cz9jfo,success,gpt-5-router,10,10,1.9609640474436814,10
django__channels.a144b4b8.lm_rewrite__ifv4vwtm,success,gpt-5-router,10,10,2.3709505944546687,10
django__channels.a144b4b8.func_basic__z3eod0k1,success,gpt-5-router,6,6,2.251629167387823,6
django__channels.a144b4b8.combine_file__gx9kgnrr,success,gpt-5-router,8,8,2.5,8
django__channels.a144b4b8.func_basic__7mu5bzd9,success,gpt-5-router,5,5,2.321928094887362,5
django__channels.a144b4b8.func_basic__udtech68,success,gpt-5-router,6,6,2.251629167387823,6
django__channels.a144b4b8.func_basic__lkl14jun,success,gpt-5-router,6,6,2.584962500721156,6
django__channels.a144b4b8.combine_file__8v5yzdfy,success,gpt-5-router,16,16,2.1709505944546685,10
django__channels.a144b4b8.func_basic__bvukq0ru,success,gpt-5-router,10,10,2.4464393446710155,10
django__channels.a144b4b8.combine_file__di1guq84,success,gpt-5-router,12,12,2.1219280948873624,10
django__channels.a144b4b8.combine_file__6kxwut8u,success,gpt-5-router,8,8,1.2987949406953985,8
django__channels.a144b4b8.func_basic__aampdcen,success,gpt-5-router,8,8,2.5,8
django-money__django-money.835c1ab8.lm_rewrite__2r9my608,locked,gpt-5-router,8,8,2.1556390622295662,8
django-money__django-money.835c1ab8.func_pm_ctrl_shuffle__u242z3d8,locked,gpt-5-router,9,9,2.058813890331201,9
django-money__django-money.835c1ab8.func_pm_class_rm_funcs__nod6kl9o,success,gpt-5-router,9,9,2.5032583347756456,9
django-money__django-money.835c1ab8.lm_rewrite__wpb3ylg2,success,gpt-5-router,10,10,2.4464393446710155,10
django-money__django-money.835c1ab8.combine_module__d4knlpqv,locked,gpt-5-router,9,9,2.94770277922009,9
django-money__django-money.835c1ab8.func_basic__n4ksyvx4,locked,gpt-5-router,15,15,2.121928094887362,10
django-money__django-money.835c1ab8.lm_rewrite__bv3wb2wq,success,gpt-5-router,7,7,2.5216406363433186,7
django-money__django-money.835c1ab8.func_pm_class_rm_funcs__mj51j2w4,locked,gpt-5-router,12,12,2.1219280948873624,10
django-money__django-money.835c1ab8.combine_module__esq1cy86,success,gpt-5-router,19,19,2.0464393446710156,10
django-money__django-money.835c1ab8.combine_module__6rzlyatf,success,gpt-5-router,20,19,0.9219280948873623,10
django-money__django-money.835c1ab8.combine_file__yw0532zq,success,gpt-5-router,7,7,2.2359263506290326,7
dbader__schedule.82a43db1.func_pm_remove_cond__t9rkf3hs,success,gpt-5-router,13,13,2.321928094887362,10
django-money__django-money.835c1ab8.combine_file__jl0a9qof,success,gpt-5-router,19,19,2.2312702546075758,11
dbader__schedule.82a43db1.lm_rewrite__n88hrx37,wandering,gpt-5-router,16,16,1.4854752972273344,10
dbader__schedule.82a43db1.func_basic__j85extjb,success,gpt-5-router,7,7,2.5216406363433186,7
dbader__schedule.82a43db1.func_basic__h1zzwlhs,success,gpt-5-router,12,12,2.321928094887362,10
dbader__schedule.82a43db1.func_basic__88pzkpos,locked,gpt-5-router,6,5,1.9219280948873623,5
dbader__schedule.82a43db1.func_basic__qobcq6rz,success,gpt-5-router,9,8,2.1556390622295662,8
dbader__schedule.82a43db1.func_basic__dep0u9cu,success,gpt-5-router,8,8,1.9056390622295665,8
dbader__schedule.82a43db1.combine_file__fd66g5jv,success,gpt-5-router,14,14,2.2312702546075758,11
dbader__schedule.82a43db1.func_basic__y6056eud,success,gpt-5-router,6,6,2.584962500721156,6
dbader__schedule.82a43db1.lm_rewrite__ezxnd6h4,wandering,gpt-5-router,10,10,2.413088436425758,11
dbader__schedule.82a43db1.func_basic__3uvexel4,success,gpt-5-router,11,11,2.321928094887362,10
dbader__schedule.82a43db1.func_basic__h1w4rfl0,success,gpt-5-router,8,8,2.25,8
davidhalter__parso.338a5760.func_pm_class_rm_funcs__garpfg3d,locked,gpt-5-router,8,8,2.75,8
davidhalter__parso.338a5760.func_pm_remove_assign__l1lma9c6,success,gpt-5-router,8,8,2.5,8
davidhalter__parso.338a5760.func_pm_ctrl_invert_if__chp95pvc,success,gpt-5-router,8,8,2.75,8
davidhalter__parso.338a5760.func_basic__zrldlyzc,locked,gpt-5-router,16,16,2.3685225277282065,11
davidhalter__parso.338a5760.func_basic__vxf38xox,success,gpt-5-router,8,8,2.1556390622295662,8
davidhalter__parso.338a5760.func_basic__ce7yi79r,success,gpt-5-router,17,17,1.2406705316766884,11
davidhalter__parso.338a5760.func_basic__3wc5jots,success,gpt-5-router,15,14,1.1567796494470395,10
davidhalter__parso.338a5760.func_basic__8iiqrvuq,locked,gpt-5-router,10,10,2.046439344671015,10
davidhalter__parso.338a5760.func_pm_class_rm_funcs__abdby4n4,wandering,gpt-5-router,35,33,0.9219280948873623,10
davidhalter__parso.338a5760.func_basic__2e1ajy28,wandering,gpt-5-router,20,20,1.295461844238322,10
davidhalter__parso.338a5760.combine_file__5862c62m,success,gpt-5-router,23,23,2.1219280948873624,10
datamade__usaddress.a42a8f0c.func_pm_remove_assign__y0jijrlk,success,gpt-5-router,15,14,1.295461844238322,10
datamade__usaddress.a42a8f0c.lm_rewrite__gvqcmfw6,locked,gpt-5-router,21,20,2.3709505944546687,10
datamade__usaddress.a42a8f0c.func_basic__qz92fvke,locked,gpt-5-router,16,16,2.413088436425758,11
datamade__usaddress.a42a8f0c.lm_rewrite__qrc0sw5h,locked,gpt-5-router,8,6,1.2516291673878228,6
datamade__usaddress.a42a8f0c.combine_file__sjv6rfix,locked,gpt-5-router,7,7,1.3787834934861753,7
dask__dask.5f61e423.pr_11367,locked,gpt-5-router,10,10,2.6464393446710157,10
datamade__usaddress.a42a8f0c.func_basic__0ieb44hl,locked,gpt-5-router,9,8,1.811278124459133,8
datamade__usaddress.a42a8f0c.combine_file__n8e84hcz,locked,gpt-5-router,10,10,2.721928094887362,10
dask__dask.5f61e423.lm_rewrite__q258vdhd,locked,gpt-5-router,12,12,2.121928094887362,10
dask__dask.5f61e423.pr_8824,success,gpt-5-router,11,11,2.4464393446710155,10
dask__dask.5f61e423.pr_11337,success,gpt-5-router,10,10,2.046439344671015,10
dask__dask.5f61e423.lm_rewrite__918wgyxk,locked,gpt-5-router,15,14,0.4689955935892812,10
dask__dask.5f61e423.lm_rewrite__0o8dnyft,locked,gpt-5-router,16,16,2.121928094887362,10
dask__dask.5f61e423.combine_module__pg3xnj3b,locked,gpt-5-router,24,24,1.7609640474436812,10
dask__dask.5f61e423.lm_rewrite__rk0j1hh1,wandering,gpt-5-router,27,26,0.8812908992306927,10
dask__dask.5f61e423.func_pm_op_change__3cebkiqb,wandering,gpt-5-router,21,21,0.4689955935892812,10
dask__dask.5f61e423.combine_file__i5ajjdw1,success,gpt-5-router,13,13,1.4854752972273344,10
cool-RR__PySnooper.57472b46.lm_rewrite__o1z20wzv,wandering,gpt-5-router,18,17,1.8464393446710154,10
cool-RR__PySnooper.57472b46.lm_rewrite__urhyaplv,success,gpt-5-router,18,18,1.6258145836939115,12
cool-RR__PySnooper.57472b46.func_pm_remove_loop__9ehblod0,locked,gpt-5-router,22,21,2.3709505944546683,10
cool-RR__PySnooper.57472b46.func_pm_remove_assign__umhl1iu2,locked,gpt-5-router,17,17,1.3567796494470397,10
cool-RR__PySnooper.57472b46.func_pm_remove_wrapper__p2jvbtvg,locked,gpt-5-router,7,7,1.1488348542809166,7
cool-RR__PySnooper.57472b46.lm_rewrite__gia2uvnj,success,gpt-5-router,7,7,1.8423709931771084,7
cool-RR__PySnooper.57472b46.func_basic__70xkas4n,success,gpt-5-router,7,7,2.2359263506290326,7
cool-RR__PySnooper.57472b46.combine_file__wbzfwl4w,success,gpt-5-router,9,9,2.725480556997868,9
cool-RR__PySnooper.57472b46.func_basic__owynnq62,success,gpt-5-router,6,6,2.584962500721156,6
cool-RR__PySnooper.57472b46.combine_file__u3ckbxss,locked,gpt-5-router,22,22,1.5709505944546687,10
cool-RR__PySnooper.57472b46.combine_file__hth94s14,success,gpt-5-router,5,5,2.321928094887362,5
cool-RR__PySnooper.57472b46.func_basic__wxfmliht,success,gpt-5-router,16,16,0.4689955935892812,10
cookiecutter__cookiecutter.b4451231.lm_rewrite__kx2ydwde,locked,gpt-5-router,15,15,1.2406705316766884,11
cookiecutter__cookiecutter.b4451231.lm_rewrite__asvzvsey,success,gpt-5-router,29,28,2.446439344671015,10
cookiecutter__cookiecutter.b4451231.func_pm_remove_wrapper__9i4t7lyd,wandering,gpt-5-router,25,25,2.2464393446710154,10
cookiecutter__cookiecutter.b4451231.lm_rewrite__gdja2wbv,success,gpt-5-router,17,17,2.1709505944546685,10
cookiecutter__cookiecutter.b4451231.func_pm_remove_assign__u7yr7kjf,locked,gpt-5-router,14,14,1.295461844238322,10
cookiecutter__cookiecutter.b4451231.lm_rewrite__dq94ep0f,success,gpt-5-router,26,26,2.4464393446710155,10
cookiecutter__cookiecutter.b4451231.func_pm_remove_assign__brekbh1h,success,gpt-5-router,19,17,2.2464393446710154,10
cookiecutter__cookiecutter.b4451231.func_pm_remove_cond__s38a2g7u,success,gpt-5-router,20,20,2.321928094887362,10
cookiecutter__cookiecutter.b4451231.lm_rewrite__382yl0pe,locked,gpt-5-router,10,10,2.4464393446710155,10
cookiecutter__cookiecutter.b4451231.func_pm_remove_cond__ymiga60q,locked,gpt-5-router,9,8,2.1556390622295662,8
cookiecutter__cookiecutter.b4451231.combine_file__caau7xok,locked,gpt-5-router,14,14,1.9609640474436814,10
cookiecutter__cookiecutter.b4451231.combine_file__q4oqaa4w,wandering,gpt-5-router,19,19,1.7295739585136223,12
conan-io__conan.86f29e13.pr_17432,success,gpt-5-router,12,12,1.7219280948873623,10
conan-io__conan.86f29e13.pr_17251,locked,gpt-5-router,25,25,1.295461844238322,10
conan-io__conan.86f29e13.pr_15127,locked,gpt-5-router,19,19,2.3709505944546687,10
conan-io__conan.86f29e13.pr_11716,wandering,gpt-5-router,25,25,2.6464393446710153,10
conan-io__conan.86f29e13.pr_11921,locked,gpt-5-router,19,18,2.1709505944546685,10
conan-io__conan.86f29e13.combine_file__gegs8gwm,locked,gpt-5-router,14,13,1.5709505944546687,10
conan-io__conan.86f29e13.pr_11284,wandering,gpt-5-router,15,15,1.6854752972273346,10
conan-io__conan.86f29e13.pr_15568,success,gpt-5-router,8,8,2.4056390622295662,8
conan-io__conan.86f29e13.pr_13326,success,gpt-5-router,16,16,1.5709505944546687,10
conan-io__conan.86f29e13.pr_15262,locked,gpt-5-router,19,19,2.5503407095463886,11
conan-io__conan.86f29e13.func_pm_remove_loop__slngzr8j,success,gpt-5-router,14,14,2.4464393446710155,10
cloudpipe__cloudpickle.6220b0ce.func_pm_remove_loop__euja7oci,success,gpt-5-router,14,14,2.4137995646056805,14
cloudpipe__cloudpickle.6220b0ce.func_pm_ctrl_shuffle__n55uepvp,success,gpt-5-router,10,10,2.6464393446710153,10
cloudpipe__cloudpickle.6220b0ce.func_pm_ctrl_invert_if__s53fwlgd,success,gpt-5-router,13,13,2.6464393446710153,10
cloudpipe__cloudpickle.6220b0ce.func_pm_remove_cond__avvfpi18,success,gpt-5-router,13,13,2.721928094887362,10
cloudpipe__cloudpickle.6220b0ce.func_basic__wat66mzm,success,gpt-5-router,8,8,2.25,8
cloudpipe__cloudpickle.6220b0ce.func_pm_remove_assign__fezpg6nz,success,gpt-5-router,13,13,2.418295834054489,12
cloudpipe__cloudpickle.6220b0ce.func_pm_ctrl_shuffle__fddb1ph6,success,gpt-5-router,14,14,2.1219280948873624,10
cloudpipe__cloudpickle.6220b0ce.func_basic__khl87yad,success,gpt-5-router,9,9,2.6416041678685933,9
cloudpipe__cloudpickle.6220b0ce.func_basic__77enqvtk,locked,gpt-5-router,15,15,2.3709505944546687,10
cloudpipe__cloudpickle.6220b0ce.func_basic__o5t5yxjv,success,gpt-5-router,7,7,2.5216406363433186,7
cloudpipe__cloudpickle.6220b0ce.func_basic__ma40b7of,success,gpt-5-router,8,7,1.6644977792004614,7
cloudpipe__cloudpickle.6220b0ce.func_basic__626igllz,locked,gpt-5-router,9,9,2.5032583347756456,9
cknd__stackprinter.219fcc52.func_pm_remove_assign__vllqanwz,success,gpt-5-router,7,7,2.2359263506290326,7
cknd__stackprinter.219fcc52.func_pm_remove_assign__p1ymybka,success,gpt-5-router,7,7,2.521640636343318,7
cknd__stackprinter.219fcc52.lm_rewrite__px7cl5my,locked,gpt-5-router,16,15,1.1567796494470395,10
cknd__stackprinter.219fcc52.func_pm_remove_assign__mfn59a2d,locked,gpt-5-router,12,12,2.1219280948873624,10
cknd__stackprinter.219fcc52.func_pm_op_swap__knb6qp06,success,gpt-5-router,7,7,2.5216406363433186,7
cknd__stackprinter.219fcc52.combine_file__vjdblcn4,locked,gpt-5-router,12,12,1.6854752972273346,10
cknd__stackprinter.219fcc52.func_pm_ctrl_shuffle__ianv3hzt,success,gpt-5-router,11,11,2.3219280948873626,10
cknd__stackprinter.219fcc52.func_basic__ei71gxuk,locked,gpt-5-router,6,6,2.584962500721156,6
cknd__stackprinter.219fcc52.combine_file__bjl887iw,locked,gpt-5-router,9,9,2.4193819456463714,9
cknd__stackprinter.219fcc52.func_basic__hfvq1fj1,locked,gpt-5-router,5,5,2.321928094887362,5
cknd__stackprinter.219fcc52.combine_file__f7lheywo,success,gpt-5-router,11,11,2.121928094887362,10
cknd__stackprinter.219fcc52.combine_file__5zghcl1w,success,gpt-5-router,14,14,1.7609640474436812,10
chardet__chardet.9630f238.lm_rewrite__6wuujcbv,locked,gpt-5-router,15,15,1.9609640474436814,10
chardet__chardet.9630f238.lm_rewrite__o6cdsx1f,success,gpt-5-router,9,9,2.4193819456463714,9
chardet__chardet.9630f238.func_pm_class_rm_funcs__wcp5u5mo,locked,gpt-5-router,9,9,2.058813890331201,9
chardet__chardet.9630f238.func_pm_class_rm_funcs__4zhqer7e,locked,gpt-5-router,11,11,0.9219280948873623,10
chardet__chardet.9630f238.func_pm_op_change_const__tdmhqlpk,locked,gpt-5-router,13,13,1.3609640474436813,10
chardet__chardet.9630f238.func_pm_ctrl_shuffle__i7rw7iie,locked,gpt-5-router,11,11,0.4689955935892812,10
chardet__chardet.9630f238.func_pm_class_rm_funcs__1oo6bhbx,wandering,gpt-5-router,30,28,1.8464393446710154,10
cantools__cantools.0c6a7871.lm_rewrite__qg7kmhwu,success,gpt-5-router,15,14,2.0464393446710156,10
chardet__chardet.9630f238.func_basic__bremtukg,locked,gpt-5-router,9,9,0.9864267287308424,9
chardet__chardet.9630f238.combine_file__3nsj1x6m,locked,gpt-5-router,21,21,0.9219280948873623,10
chardet__chardet.9630f238.func_basic__84dbpuoc,locked,gpt-5-router,17,17,1.3567796494470397,10
chardet__chardet.9630f238.func_basic__7zwf9xqf,locked,gpt-5-router,9,9,1.224394445405986,9
chardet__chardet.9630f238.func_pm_class_rm_funcs__zskzuk3o,locked,gpt-5-router,15,14,2.321928094887362,10
cantools__cantools.0c6a7871.func_pm_ctrl_shuffle__8hfbuhjz,success,gpt-5-router,10,10,2.5219280948873624,10
cantools__cantools.0c6a7871.lm_rewrite__wxmvwx55,locked,gpt-5-router,10,10,2.121928094887362,10
cantools__cantools.0c6a7871.func_basic__2fncseh9,locked,gpt-5-router,8,8,1.75,8
cantools__cantools.0c6a7871.lm_rewrite__4gi073yf,locked,gpt-5-router,10,10,2.446439344671015,10
cantools__cantools.0c6a7871.combine_module__1i51wzrw,locked,gpt-5-router,8,8,2.5,8
cantools__cantools.0c6a7871.func_pm_ctrl_invert_if__27pym2df,success,gpt-5-router,22,22,0.4689955935892812,10
cantools__cantools.0c6a7871.combine_file__intc7hfz,success,gpt-5-router,15,15,2.521928094887362,10
cantools__cantools.0c6a7871.func_basic__2ch3wzoy,locked,gpt-5-router,7,7,2.5216406363433186,7
cantools__cantools.0c6a7871.combine_file__9c4unqdx,locked,gpt-5-router,7,7,2.2359263506290326,7
cantools__cantools.0c6a7871.func_basic__gq2qh7na,wandering,gpt-5-router,20,20,1.789929075309999,11
burnash__gspread.a8be3b96.func_pm_remove_wrapper__ykbwxddb,success,gpt-5-router,12,12,2.1609640474436813,10
burnash__gspread.a8be3b96.lm_rewrite__rqg8v0vw,success,gpt-5-router,23,23,2.046439344671015,10
burnash__gspread.a8be3b96.func_pm_remove_assign__eceew352,success,gpt-5-router,7,7,2.5216406363433186,7
burnash__gspread.a8be3b96.func_pm_op_swap__sd1l3qgr,success,gpt-5-router,7,7,2.5216406363433186,7
burnash__gspread.a8be3b96.func_pm_remove_cond__mxhqe6yh,success,gpt-5-router,20,20,2.1709505944546685,10
burnash__gspread.a8be3b96.func_pm_remove_assign__graylfgn,success,gpt-5-router,7,7,2.5216406363433186,7
burnash__gspread.a8be3b96.lm_rewrite__ehdgyj6a,locked,gpt-5-router,25,25,2.0464393446710156,10
burnash__gspread.a8be3b96.func_pm_remove_loop__8s05zwe2,success,gpt-5-router,9,9,2.5219280948873624,10
burnash__gspread.a8be3b96.func_pm_remove_assign__j5cv0sax,success,gpt-5-router,6,6,1.7924812503605778,6
burnash__gspread.a8be3b96.func_pm_ctrl_shuffle__q6bn3k4m,success,gpt-5-router,9,9,2.058813890331201,9
burnash__gspread.a8be3b96.func_pm_class_rm_funcs__yon1nvjp,success,gpt-5-router,16,16,2.2464393446710154,10
burnash__gspread.a8be3b96.func_pm_ctrl_invert_if__biuzi3ak,success,gpt-5-router,8,8,2.5,8
buriy__python-readability.40256f40.lm_rewrite__ckr790px,success,gpt-5-router,5,5,2.321928094887362,5
buriy__python-readability.40256f40.lm_rewrite__93d7eh3y,success,gpt-5-router,12,11,1.9609640474436814,10
buriy__python-readability.40256f40.func_pm_remove_assign__6nydton7,success,gpt-5-router,14,14,2.3709505944546683,10
buriy__python-readability.40256f40.func_pm_op_swap__h4okl3xc,success,gpt-5-router,10,10,2.6464393446710153,10
buriy__python-readability.40256f40.func_pm_op_change__b1q3e0b7,success,gpt-5-router,12,12,2.4464393446710155,10
buriy__python-readability.40256f40.func_pm_remove_loop__mfnnma9q,success,gpt-5-router,14,14,2.046439344671015,10
buriy__python-readability.40256f40.combine_file__cr1hur1b,wandering,gpt-5-router,19,19,0.7219280948873623,10
buriy__python-readability.40256f40.combine_file__x2nhj31u,wandering,gpt-5-router,22,22,0.7219280948873623,10
buriy__python-readability.40256f40.func_basic__hejjm67s,success,gpt-5-router,16,16,2.2464393446710154,10
buriy__python-readability.40256f40.combine_file__iikzw4g3,wandering,gpt-5-router,20,19,1.4854752972273344,10
buriy__python-readability.40256f40.func_pm_remove_assign__4m6xysn5,locked,gpt-5-router,14,14,1.7219280948873623,10
buriy__python-readability.40256f40.func_pm_remove_assign__rwuu7qsq,locked,gpt-5-router,9,8,2.4056390622295662,8
bottlepy__bottle.a8dfef30.lm_rewrite__orl5ii8s,wandering,gpt-5-router,37,37,1.3609640474436813,10
bottlepy__bottle.a8dfef30.func_pm_ctrl_shuffle__kse6wy48,success,gpt-5-router,11,11,1.5709505944546687,10
bottlepy__bottle.a8dfef30.func_basic__wsi7i9xx,locked,gpt-5-router,16,16,0.4689955935892812,10
bottlepy__bottle.a8dfef30.func_pm_op_change__o5y7k2u7,success,gpt-5-router,6,6,2.584962500721156,6
bottlepy__bottle.a8dfef30.func_pm_ctrl_invert_if__i09o2z6z,success,gpt-5-router,9,9,2.4193819456463714,9
bottlepy__bottle.a8dfef30.func_pm_op_change_const__vw9bgvbf,success,gpt-5-router,5,5,2.321928094887362,5
bottlepy__bottle.a8dfef30.func_basic__kabbblqf,success,gpt-5-router,9,9,2.4193819456463714,9
bottlepy__bottle.a8dfef30.func_pm_ctrl_shuffle__rviul2pa,locked,gpt-5-router,13,12,2.446439344671015,10
bottlepy__bottle.a8dfef30.func_pm_ctrl_shuffle__r6iirzba,success,gpt-5-router,15,15,1.8464393446710154,10
bottlepy__bottle.a8dfef30.func_basic__5ygt4477,success,gpt-5-router,24,24,1.8464393446710154,10
bottlepy__bottle.a8dfef30.func_basic__p7dimh7p,wandering,gpt-5-router,18,17,1.5709505944546687,10
bottlepy__bottle.a8dfef30.func_basic__1ug0dq6u,success,gpt-5-router,14,14,1.1567796494470395,10
borntyping__python-colorlog.dfa10f59.func_basic__okirh4rk,locked,gpt-5-router,6,6,2.2516291673878226,6
borntyping__python-colorlog.dfa10f59.func_basic__sk9xdcrj,success,gpt-5-router,6,6,2.584962500721156,6
borntyping__python-colorlog.dfa10f59.combine_file__bmf3qqlj,success,gpt-5-router,9,9,2.4193819456463714,9
borntyping__python-colorlog.dfa10f59.func_pm_class_rm_funcs__34qf5db5,success,gpt-5-router,10,10,1.7219280948873623,10
borntyping__python-colorlog.dfa10f59.combine_file__c5zkrgjb,success,gpt-5-router,8,8,2.1556390622295662,8
benoitc__gunicorn.bacbf8aa.func_basic__g4m297h0,success,gpt-5-router,14,14,1.6854752972273346,10
borntyping__python-colorlog.dfa10f59.combine_file__wm7ptqv5,locked,gpt-5-router,9,9,1.974937501201927,9
borntyping__python-colorlog.dfa10f59.func_basic__ds2yx2b1,success,gpt-5-router,7,7,2.1280852788913944,7
borntyping__python-colorlog.dfa10f59.combine_file__mgwf3p06,success,gpt-5-router,6,6,2.2516291673878226,6
borntyping__python-colorlog.dfa10f59.combine_file__xrrfmhcy,success,gpt-5-router,10,10,2.121928094887362,10
borntyping__python-colorlog.dfa10f59.combine_file__5iaprkn8,success,gpt-5-router,12,12,1.6854752972273344,10
borntyping__python-colorlog.dfa10f59.combine_file__932hbnsz,success,gpt-5-router,10,10,1.9609640474436814,10
benoitc__gunicorn.bacbf8aa.func_pm_ctrl_shuffle__ktzw70ry,success,gpt-5-router,8,7,1.8423709931771084,7
benoitc__gunicorn.bacbf8aa.lm_rewrite__laeou3n8,locked,gpt-5-router,17,17,2.046439344671015,10
benoitc__gunicorn.bacbf8aa.lm_rewrite__0645gans,success,gpt-5-router,23,22,2.0464393446710156,10
benoitc__gunicorn.bacbf8aa.func_basic__wuyxtzvl,success,gpt-5-router,6,6,2.251629167387823,6
benoitc__gunicorn.bacbf8aa.func_basic__jy8q6lds,locked,gpt-5-router,6,6,2.2516291673878226,6
benoitc__gunicorn.bacbf8aa.combine_module__wib0l214,locked,gpt-5-router,7,7,2.2359263506290326,7
benoitc__gunicorn.bacbf8aa.func_basic__b1t8rlsn,success,gpt-5-router,11,11,2.3709505944546683,10
benoitc__gunicorn.bacbf8aa.func_basic__46vac2k6,success,gpt-5-router,14,14,1.4911148500551858,11
benoitc__gunicorn.bacbf8aa.func_basic__1hx2pzdt,success,gpt-5-router,10,10,2.446439344671015,10
benoitc__gunicorn.bacbf8aa.combine_file__6ccvb2b8,success,gpt-5-router,6,6,2.584962500721156,6
arrow-py__arrow.1d70d009.func_pm_remove_cond__e29sttb0,wandering,gpt-5-router,23,21,1.295461844238322,10
arrow-py__arrow.1d70d009.func_pm_class_rm_funcs__5sfhrvtq,success,gpt-5-router,17,17,2.4464393446710155,10
arrow-py__arrow.1d70d009.func_pm_class_rm_funcs__v8h4u97c,success,gpt-5-router,13,13,1.6854752972273344,10
arrow-py__arrow.1d70d009.func_pm_remove_assign__ttflwjll,wandering,gpt-5-router,18,18,1.5709505944546687,10
arrow-py__arrow.1d70d009.func_pm_remove_cond__q34qj1f9,wandering,gpt-5-router,20,19,1.1567796494470395,10
arrow-py__arrow.1d70d009.func_basic__9hf0zc7l,success,gpt-5-router,16,16,2.0464393446710156,10
arrow-py__arrow.1d70d009.func_basic__o7fby6cl,wandering,gpt-5-router,20,19,1.1567796494470395,10
arrow-py__arrow.1d70d009.func_pm_class_rm_funcs__sakzd57y,success,gpt-5-router,29,28,1.7609640474436812,10
arrow-py__arrow.1d70d009.func_basic__w1skinei,success,gpt-5-router,19,19,1.3609640474436813,10
arrow-py__arrow.1d70d009.combine_file__o4o6b6zl,wandering,gpt-5-router,26,24,1.3609640474436813,10
arrow-py__arrow.1d70d009.combine_file__wulcjm43,wandering,gpt-5-router,26,26,1.295461844238322,10
arrow-py__arrow.1d70d009.func_basic__mt4jr3on,success,gpt-5-router,22,22,0.4689955935892812,10
andialbrecht__sqlparse.e57923b3.lm_rewrite__0uc3v1lz,locked,gpt-5-router,14,14,1.295461844238322,10
andialbrecht__sqlparse.e57923b3.lm_rewrite__scnjth44,success,gpt-5-router,29,29,1.9609640474436814,10
andialbrecht__sqlparse.e57923b3.lm_rewrite__eaoaelyv,locked,gpt-5-router,13,13,2.121928094887362,10
andialbrecht__sqlparse.e57923b3.func_pm_remove_assign__t9s3vfqd,success,gpt-5-router,13,13,1.3567796494470397,10
andialbrecht__sqlparse.e57923b3.func_pm_ctrl_shuffle__aan32iss,success,gpt-5-router,8,8,2.1556390622295662,8
andialbrecht__sqlparse.e57923b3.combine_module__a8vyhneq,wandering,gpt-5-router,35,35,1.295461844238322,10
andialbrecht__sqlparse.e57923b3.func_pm_class_rm_funcs__6fnhyvlo,wandering,gpt-5-router,19,19,1.8464393446710154,10
andialbrecht__sqlparse.e57923b3.func_pm_remove_assign__42ykj2aj,locked,gpt-5-router,14,14,1.5709505944546687,10
andialbrecht__sqlparse.e57923b3.lm_rewrite__y99g9rzb,wandering,gpt-5-router,24,23,0.9709505944546686,10
andialbrecht__sqlparse.e57923b3.func_basic__29qulsnp,success,gpt-5-router,20,20,1.6854752972273344,10
andialbrecht__sqlparse.e57923b3.combine_file__wwpfbxo3,wandering,gpt-5-router,16,16,1.7219280948873623,10
amueller__word_cloud.ec24191c.lm_rewrite__jhxlqo3m,locked,gpt-5-router,14,14,1.9609640474436814,10
amueller__word_cloud.ec24191c.lm_rewrite__dvfju90c,locked,gpt-5-router,8,8,2.75,8
amueller__word_cloud.ec24191c.func_pm_remove_loop__j89z8w8r,locked,gpt-5-router,20,20,1.1567796494470395,10
amueller__word_cloud.ec24191c.func_basic__5ffw7lbc,locked,gpt-5-router,6,6,2.2516291673878226,6
amueller__word_cloud.ec24191c.func_pm_op_change__tr2ysbj1,locked,gpt-5-router,9,9,2.4193819456463714,9
amueller__word_cloud.ec24191c.combine_file__u7m659qd,locked,gpt-5-router,8,8,2.0,8
