iid,sub_class,model,n_msgs,n_turns_extracted,tool_entropy_last10,n_tools_last10
django-money__django-money.835c1ab8.lm_rewrite__io30fgmi,success,claude-3-7-sonnet-20250219,57,28,1.1567796494470395,10
pdfminer__pdfminer.six.1a8bd2f7.lm_rewrite__0yn4h9ra,wandering,claude-3-7-sonnet-20250219,117,58,1.7219280948873623,10
seperman__deepdiff.ed252022.lm_rewrite__tvs2lwbf,wandering,claude-3-7-sonnet-20250219,99,49,1.4854752972273344,10
sqlfluff__sqlfluff.50a1c4b6.lm_rewrite__tjf71s78,success,claude-3-7-sonnet-20250219,33,16,1.7609640474436812,10
kurtmckee__feedparser.cad965a3.lm_rewrite__e93hc3ot,success,claude-3-7-sonnet-20250219,29,14,1.7609640474436812,10
pydantic__pydantic.acb0f10f.lm_rewrite__boe24dz4,success,claude-3-7-sonnet-20250219,47,23,1.5709505944546687,10
marshmallow-code__apispec.8b421526.lm_rewrite__3ifk7v2p,success,claude-3-7-sonnet-20250219,49,24,1.5709505944546687,10
mahmoud__glom.fb3c4e76.lm_rewrite__ejlv6atx,locked,claude-3-7-sonnet-20250219,107,53,1.4854752972273344,10
python-jsonschema__jsonschema.93e0caa5.lm_rewrite__t84wp6dj,success,claude-3-7-sonnet-20250219,75,37,1.8464393446710154,10
jaraco__inflect.c079a96a.lm_rewrite__f5gc9hyz,locked,claude-3-7-sonnet-20250219,129,64,1.8464393446710154,10
paramiko__paramiko.23f92003.lm_rewrite__tzbnn639,wandering,claude-3-7-sonnet-20250219,153,76,1.7609640474436812,10
pydata__patsy.a5d16484.lm_rewrite__8zfv7wmq,wandering,claude-3-7-sonnet-20250219,117,58,1.1567796494470395,10
pyutils__line_profiler.a646bf0f.lm_rewrite__7frldhia,wandering,claude-3-7-sonnet-20250219,275,137,0.4689955935892812,10
lincolnloop__python-qrcode.456b01d4.lm_rewrite__8qrk4jfz,wandering,claude-3-7-sonnet-20250219,35,17,1.9219280948873623,10
dbader__schedule.82a43db1.lm_rewrite__is6eozky,wandering,claude-3-7-sonnet-20250219,95,47,1.7609640474436812,10
scanny__python-pptx.278b47b1.lm_rewrite__z0xlj083,success,claude-3-7-sonnet-20250219,39,19,1.7609640474436812,10
oauthlib__oauthlib.1fd52536.lm_rewrite__hhtebctz,wandering,claude-3-7-sonnet-20250219,39,19,1.8464393446710154,10
graphql-python__graphene.82903263.lm_rewrite__8y59ynh3,wandering,claude-3-7-sonnet-20250219,41,20,1.1567796494470395,10
pyupio__safety.7654596b.lm_rewrite__8qsi8ijn,success,claude-3-7-sonnet-20250219,45,22,1.7609640474436812,10
life4__textdistance.c3aca916.lm_rewrite__v32hozkt,wandering,claude-3-7-sonnet-20250219,51,25,1.7609640474436812,10
pyupio__safety.7654596b.lm_rewrite__eb5umxa0,wandering,claude-3-7-sonnet-20250219,51,25,1.8464393446710154,10
pyca__pyopenssl.04766a49.lm_rewrite__55pbx8e4,success,claude-3-7-sonnet-20250219,67,33,1.5709505944546687,10
arrow-py__arrow.1d70d009.lm_rewrite__c4vurhst,success,claude-3-7-sonnet-20250219,53,26,1.1567796494470395,10
python-jsonschema__jsonschema.93e0caa5.lm_rewrite__7ovsexkl,success,claude-3-7-sonnet-20250219,61,30,1.5709505944546687,10
tox-dev__pipdeptree.c31b6418.lm_rewrite__r8fs6tmq,success,claude-3-7-sonnet-20250219,65,32,1.5709505944546687,10
lincolnloop__python-qrcode.456b01d4.lm_rewrite__nei28b1s,success,claude-3-7-sonnet-20250219,43,21,1.7609640474436812,10
facelessuser__soupsieve.a8080d97.lm_rewrite__3e9b5x45,success,claude-3-7-sonnet-20250219,57,28,1.4854752972273344,10
termcolor__termcolor.3a42086f.lm_rewrite__8e8u766x,wandering,claude-3-7-sonnet-20250219,47,23,1.7609640474436812,10
cantools__cantools.0c6a7871.lm_rewrite__2zyq1y1d,success,claude-3-7-sonnet-20250219,41,20,1.7609640474436812,10
scrapy__scrapy.35212ec5.lm_rewrite__ypiii5wf,wandering,claude-3-7-sonnet-20250219,45,22,2.1219280948873624,10
kurtmckee__feedparser.cad965a3.lm_rewrite__el1lzdxs,success,claude-3-7-sonnet-20250219,111,55,0.7219280948873623,10
jawah__charset_normalizer.1fdd6463.lm_rewrite__t16nxb9u,success,claude-3-7-sonnet-20250219,57,28,1.3709505944546687,10
cookiecutter__cookiecutter.b4451231.lm_rewrite__l63dcmhn,success,claude-3-7-sonnet-20250219,61,30,1.5709505944546687,10
pydata__patsy.a5d16484.lm_rewrite__sj4hi41y,wandering,claude-3-7-sonnet-20250219,47,23,1.7609640474436812,10
PyCQA__flake8.cf1542ce.lm_rewrite__wimss4pz,success,claude-3-7-sonnet-20250219,111,55,1.3709505944546687,10
pydata__patsy.a5d16484.lm_rewrite__v0yo85dm,success,claude-3-7-sonnet-20250219,103,51,1.3709505944546687,10
jaraco__inflect.c079a96a.lm_rewrite__hnf7wf7j,wandering,claude-3-7-sonnet-20250219,39,19,2.1219280948873624,10
seperman__deepdiff.ed252022.lm_rewrite__6o6xruj2,wandering,claude-3-7-sonnet-20250219,75,37,1.8464393446710154,10
arrow-py__arrow.1d70d009.lm_rewrite__bz4qhxkf,wandering,claude-3-7-sonnet-20250219,79,39,1.7609640474436812,10
marshmallow-code__marshmallow.9716fc62.lm_rewrite__h1q0va1t,success,claude-3-7-sonnet-20250219,55,27,1.7609640474436812,10
rubik__radon.54b88e58.lm_rewrite__uaocn61p,success,claude-3-7-sonnet-20250219,27,13,1.7609640474436812,10
pylint-dev__astroid.b114f6b5.lm_rewrite__kxxx3vrz,success,claude-3-7-sonnet-20250219,99,49,1.5219280948873621,10
bottlepy__bottle.a8dfef30.lm_rewrite__ey000cqy,success,claude-3-7-sonnet-20250219,103,51,1.4854752972273344,10
Cog-Creators__Red-DiscordBot.33e0eac7.lm_rewrite__lgb4ejah,wandering,claude-3-7-sonnet-20250219,39,19,1.4854752972273344,10
arrow-py__arrow.1d70d009.lm_rewrite__fhottuh6,wandering,claude-3-7-sonnet-20250219,37,18,1.7609640474436812,10
cknd__stackprinter.219fcc52.lm_rewrite__n9kv7m17,wandering,claude-3-7-sonnet-20250219,41,20,1.8464393446710154,10
facebookresearch__fvcore.a491d5b9.lm_rewrite__9l9v7w8x,wandering,claude-3-7-sonnet-20250219,55,27,1.9609640474436814,10
dbader__schedule.82a43db1.lm_rewrite__8n5ma5gp,success,claude-3-7-sonnet-20250219,55,27,1.7609640474436812,10
erikrose__parsimonious.0d3f5f93.lm_rewrite__m56eyws9,wandering,claude-3-7-sonnet-20250219,81,40,1.7609640474436812,10
Mimino666__langdetect.a1598f1a.lm_rewrite__z3d6igoh,success,claude-3-7-sonnet-20250219,31,15,1.7609640474436812,10
cknd__stackprinter.219fcc52.lm_rewrite__ee8a0qdb,wandering,claude-3-7-sonnet-20250219,59,29,1.7609640474436812,10
agronholm__typeguard.b6a7e438.lm_rewrite__k97shf45,wandering,claude-3-7-sonnet-20250219,41,20,1.9609640474436814,10
erikrose__parsimonious.0d3f5f93.lm_rewrite__tfh2spey,success,claude-3-7-sonnet-20250219,41,20,2.1219280948873624,10
alecthomas__voluptuous.a7a55f83.lm_rewrite__9e2nb1af,wandering,claude-3-7-sonnet-20250219,39,19,1.9219280948873623,10
joke2k__faker.8b401a7d.lm_rewrite__2lvqel6k,success,claude-3-7-sonnet-20250219,25,12,2.1219280948873624,10
facebookresearch__fvcore.a491d5b9.lm_rewrite__1df9kxnf,wandering,claude-3-7-sonnet-20250219,35,17,2.1219280948873624,10
pyca__pyopenssl.04766a49.lm_rewrite__n4mlstmf,success,claude-3-7-sonnet-20250219,45,22,2.1219280948873624,10
benoitc__gunicorn.bacbf8aa.lm_rewrite__4twhroug,wandering,claude-3-7-sonnet-20250219,67,33,1.5219280948873621,10
pndurette__gTTS.dbcda4f3.lm_rewrite__np4nbyym,wandering,claude-3-7-sonnet-20250219,29,14,1.7609640474436812,10
theskumar__python-dotenv.2b8635b7.lm_rewrite__d722r1ex,success,claude-3-7-sonnet-20250219,55,27,1.9219280948873623,10
pallets__jinja.ada0a9a6.lm_rewrite__5pvjurt9,success,claude-3-7-sonnet-20250219,59,29,1.5709505944546687,10
rubik__radon.54b88e58.lm_rewrite__dko65fb9,success,claude-3-7-sonnet-20250219,91,45,1.6854752972273346,10
martinblech__xmltodict.0952f382.lm_rewrite__s5fd0fnj,success,claude-3-7-sonnet-20250219,59,29,1.5219280948873621,10
weaveworks__grafanalib.5c3b17ed.lm_rewrite__lcpc7bgl,wandering,claude-3-7-sonnet-20250219,81,40,1.8464393446710154,10
agronholm__typeguard.b6a7e438.lm_rewrite__rzqygw20,success,claude-3-7-sonnet-20250219,93,46,1.1567796494470395,10
PyCQA__flake8.cf1542ce.lm_rewrite__jo7dj40o,wandering,claude-3-7-sonnet-20250219,57,28,2.1219280948873624,10
python-jsonschema__jsonschema.93e0caa5.lm_rewrite__hc2mrvl6,wandering,claude-3-7-sonnet-20250219,47,23,1.7609640474436812,10
encode__starlette.db5063c2.lm_rewrite__gekly2e6,locked,claude-3-7-sonnet-20250219,91,45,1.5709505944546687,10
scanny__python-pptx.278b47b1.lm_rewrite__0apzgm9f,success,claude-3-7-sonnet-20250219,41,20,2.1219280948873624,10
marshmallow-code__webargs.dbde72fe.lm_rewrite__hme01rq8,success,claude-3-7-sonnet-20250219,69,34,1.7609640474436812,10
cknd__stackprinter.219fcc52.lm_rewrite__6vzo3oa2,wandering,claude-3-7-sonnet-20250219,51,25,2.1219280948873624,10
pylint-dev__astroid.b114f6b5.lm_rewrite__ijrrv0zs,success,claude-3-7-sonnet-20250219,37,18,1.9609640474436814,10
adrienverge__yamllint.8513d9b9.lm_rewrite__rn13hpyh,locked,claude-3-7-sonnet-20250219,39,19,1.8464393446710154,10
Cog-Creators__Red-DiscordBot.33e0eac7.lm_rewrite__cr3ytkrg,success,claude-3-7-sonnet-20250219,43,21,1.7609640474436812,10
Cog-Creators__Red-DiscordBot.33e0eac7.lm_rewrite__o993dgfr,wandering,claude-3-7-sonnet-20250219,91,45,1.7609640474436812,10
Suor__funcy.207a7810.lm_rewrite__w8q8t5nt,success,claude-3-7-sonnet-20250219,65,32,1.3709505944546687,10
marshmallow-code__marshmallow.9716fc62.lm_rewrite__91z9ih3j,success,claude-3-7-sonnet-20250219,51,25,1.5709505944546687,10
pyca__pyopenssl.04766a49.lm_rewrite__pxy0mtyd,wandering,claude-3-7-sonnet-20250219,39,19,1.4854752972273344,10
google__textfsm.c31b6007.lm_rewrite__2egqcc5c,locked,claude-3-7-sonnet-20250219,65,32,1.7609640474436812,10
cknd__stackprinter.219fcc52.lm_rewrite__thgxcuv0,wandering,claude-3-7-sonnet-20250219,41,20,1.9219280948873623,10
alecthomas__voluptuous.a7a55f83.lm_rewrite__k4as4mh2,wandering,claude-3-7-sonnet-20250219,55,27,1.9219280948873623,10
alanjds__drf-nested-routers.6144169d.lm_rewrite__m4z0t9kw,success,claude-3-7-sonnet-20250219,77,38,1.4854752972273344,10
pndurette__gTTS.dbcda4f3.lm_rewrite__4m80szt9,success,claude-3-7-sonnet-20250219,65,32,2.1219280948873624,10
cool-RR__PySnooper.57472b46.lm_rewrite__xxcs25kj,success,claude-3-7-sonnet-20250219,73,36,1.7609640474436812,10
cookiecutter__cookiecutter.b4451231.lm_rewrite__x3k21grp,success,claude-3-7-sonnet-20250219,43,21,1.4854752972273344,10
jaraco__inflect.c079a96a.lm_rewrite__z68u90jz,locked,claude-3-7-sonnet-20250219,149,74,1.3709505944546687,10
tox-dev__pipdeptree.c31b6418.lm_rewrite__dx4ttg2n,wandering,claude-3-7-sonnet-20250219,99,49,1.7609640474436812,10
pallets__click.fde47b4b.lm_rewrite__v1ysa496,success,claude-3-7-sonnet-20250219,43,21,1.9219280948873623,10
andialbrecht__sqlparse.e57923b3.lm_rewrite__8cul94v0,wandering,claude-3-7-sonnet-20250219,67,33,1.7609640474436812,10
pudo__dataset.5c2dc8d3.lm_rewrite__89u1sqkz,success,claude-3-7-sonnet-20250219,53,26,2.1219280948873624,10
cool-RR__PySnooper.57472b46.lm_rewrite__gia2uvnj,success,claude-3-7-sonnet-20250219,51,25,1.7609640474436812,10
cknd__stackprinter.219fcc52.lm_rewrite__yezie6ns,wandering,claude-3-7-sonnet-20250219,73,36,2.1219280948873624,10
joke2k__faker.8b401a7d.lm_rewrite__zbc7copf,wandering,claude-3-7-sonnet-20250219,35,17,1.7609640474436812,10
tweepy__tweepy.91a41c6e.lm_rewrite__0phsmhs8,wandering,claude-3-7-sonnet-20250219,57,28,1.8464393446710154,10
pudo__dataset.5c2dc8d3.lm_rewrite__xqqfal6p,success,claude-3-7-sonnet-20250219,41,20,1.8464393446710154,10
cloudpipe__cloudpickle.6220b0ce.lm_rewrite__6jo8x7rf,success,claude-3-7-sonnet-20250219,173,86,1.7609640474436812,10
facelessuser__soupsieve.a8080d97.lm_rewrite__f81a5bmk,wandering,claude-3-7-sonnet-20250219,133,66,1.7609640474436812,10
dask__dask.5f61e423.lm_rewrite__1s4jcgya,wandering,claude-3-7-sonnet-20250219,33,16,1.8464393446710154,10
cantools__cantools.0c6a7871.lm_rewrite__4gq8rq76,success,claude-3-7-sonnet-20250219,87,43,1.4854752972273344,10
facebookresearch__fvcore.a491d5b9.lm_rewrite__pcccevul,wandering,claude-3-7-sonnet-20250219,57,28,1.3709505944546687,10
pandas-dev__pandas.95280573.lm_rewrite__ns9kfdfw,locked,claude-3-7-sonnet-20250219,95,47,2.1219280948873624,10
gruns__furl.da386f68.lm_rewrite__6lt9jery,wandering,claude-3-7-sonnet-20250219,195,97,1.3609640474436813,10
gruns__furl.da386f68.lm_rewrite__c6ape0xv,wandering,claude-3-7-sonnet-20250219,119,59,1.3709505944546687,10
buriy__python-readability.40256f40.lm_rewrite__dvr1ry0p,success,claude-3-7-sonnet-20250219,175,87,1.6854752972273346,10
facebookresearch__fvcore.a491d5b9.lm_rewrite__ipg0fu5k,wandering,claude-3-7-sonnet-20250219,65,32,1.5219280948873621,10
mahmoud__glom.fb3c4e76.lm_rewrite__ekldyxtc,locked,claude-3-7-sonnet-20250219,53,26,1.7609640474436812,10
paramiko__paramiko.23f92003.lm_rewrite__ep9e5tv5,success,claude-3-7-sonnet-20250219,29,14,1.7609640474436812,10
scanny__python-pptx.278b47b1.lm_rewrite__qvra5sg8,success,claude-3-7-sonnet-20250219,53,26,1.7609640474436812,10
facebookresearch__fvcore.a491d5b9.lm_rewrite__5few0rni,wandering,claude-3-7-sonnet-20250219,57,28,1.3709505944546687,10
conan-io__conan.86f29e13.lm_rewrite__grvvsojf,wandering,claude-3-7-sonnet-20250219,49,24,1.7609640474436812,10
pyasn1__pyasn1.0f07d724.lm_rewrite__hokqa6ee,wandering,claude-3-7-sonnet-20250219,41,20,2.1219280948873624,10
Suor__funcy.207a7810.lm_rewrite__4yeztce1,success,claude-3-7-sonnet-20250219,45,22,1.4854752972273344,10
pydata__patsy.a5d16484.lm_rewrite__dnxeu8ty,locked,claude-3-7-sonnet-20250219,35,17,2.1219280948873624,10
PyCQA__flake8.cf1542ce.lm_rewrite__lxo1k2je,wandering,claude-3-7-sonnet-20250219,43,21,1.9219280948873623,10
seperman__deepdiff.ed252022.lm_rewrite__jcu1p1t5,wandering,claude-3-7-sonnet-20250219,49,24,1.9219280948873623,10
rubik__radon.54b88e58.lm_rewrite__qx06rsix,success,claude-3-7-sonnet-20250219,59,29,1.8464393446710154,10
python-trio__trio.cfbbe2c1.lm_rewrite__0148iwbh,success,claude-3-7-sonnet-20250219,59,29,1.8464393446710154,10
scrapy__scrapy.35212ec5.lm_rewrite__0x23rybz,wandering,claude-3-7-sonnet-20250219,47,23,1.4854752972273344,10
sqlfluff__sqlfluff.50a1c4b6.lm_rewrite__y0459kcr,locked,claude-3-7-sonnet-20250219,65,32,1.4854752972273344,10
rubik__radon.54b88e58.lm_rewrite__w9pylnzu,success,claude-3-7-sonnet-20250219,33,16,1.7609640474436812,10
pylint-dev__astroid.b114f6b5.lm_rewrite__zjvqolnc,locked,claude-3-7-sonnet-20250219,69,34,1.5709505944546687,10
lincolnloop__python-qrcode.456b01d4.lm_rewrite__d0zwk8gc,success,claude-3-7-sonnet-20250219,45,22,1.9219280948873623,10
mahmoud__glom.fb3c4e76.lm_rewrite__ainnrkn6,wandering,claude-3-7-sonnet-20250219,77,38,1.4854752972273344,10
cknd__stackprinter.219fcc52.lm_rewrite__h88769hx,wandering,claude-3-7-sonnet-20250219,35,17,1.8464393446710154,10
cantools__cantools.0c6a7871.lm_rewrite__yz71a8cb,success,claude-3-7-sonnet-20250219,69,34,1.7609640474436812,10
dask__dask.5f61e423.lm_rewrite__c4wun310,wandering,claude-3-7-sonnet-20250219,81,40,1.7609640474436812,10
bottlepy__bottle.a8dfef30.lm_rewrite__0cfqkk8n,success,claude-3-7-sonnet-20250219,53,26,1.7609640474436812,10
django__daphne.32ac73e1.lm_rewrite__gjk1btuw,success,claude-3-7-sonnet-20250219,51,25,1.5709505944546687,10
marshmallow-code__webargs.dbde72fe.lm_rewrite__4niyfvx2,success,claude-3-7-sonnet-20250219,79,39,1.4854752972273344,10
pudo__dataset.5c2dc8d3.lm_rewrite__7zhkeyj1,success,claude-3-7-sonnet-20250219,59,29,1.5709505944546687,10
arrow-py__arrow.1d70d009.lm_rewrite__hf8aymgh,success,claude-3-7-sonnet-20250219,39,19,1.7609640474436812,10
pyca__pyopenssl.04766a49.lm_rewrite__3bd4k4je,success,claude-3-7-sonnet-20250219,89,44,1.7609640474436812,10
pydantic__pydantic.acb0f10f.lm_rewrite__j13l7a9m,wandering,claude-3-7-sonnet-20250219,97,48,1.9219280948873623,10
oauthlib__oauthlib.1fd52536.lm_rewrite__6g73itv9,wandering,claude-3-7-sonnet-20250219,29,14,2.1219280948873624,10
vi3k6i5__flashtext.b316c7e9.lm_rewrite__tsg6ubtt,success,claude-3-7-sonnet-20250219,79,39,1.7609640474436812,10
pydata__patsy.a5d16484.lm_rewrite__s0cxit9h,success,claude-3-7-sonnet-20250219,35,17,1.8464393446710154,10
pndurette__gTTS.dbcda4f3.lm_rewrite__qntwt52k,success,claude-3-7-sonnet-20250219,63,31,1.7609640474436812,10
sloria__environs.73c372df.lm_rewrite__zbgd3uxz,wandering,claude-3-7-sonnet-20250219,41,20,1.5219280948873621,10
agronholm__typeguard.b6a7e438.lm_rewrite__ywwqbayh,success,claude-3-7-sonnet-20250219,35,17,1.4854752972273344,10
cookiecutter__cookiecutter.b4451231.lm_rewrite__aqe98bzo,success,claude-3-7-sonnet-20250219,23,11,2.1219280948873624,10
mahmoud__boltons.3bfcfdd0.lm_rewrite__tchtwr47,success,claude-3-7-sonnet-20250219,45,22,1.8464393446710154,10
paramiko__paramiko.23f92003.lm_rewrite__247km036,wandering,claude-3-7-sonnet-20250219,67,33,1.4854752972273344,10
theskumar__python-dotenv.2b8635b7.lm_rewrite__gklwunnc,wandering,claude-3-7-sonnet-20250219,35,17,1.7609640474436812,10
joke2k__faker.8b401a7d.lm_rewrite__3p48wee6,wandering,claude-3-7-sonnet-20250219,65,32,1.7609640474436812,10
pallets__click.fde47b4b.lm_rewrite__g00pt05j,wandering,claude-3-7-sonnet-20250219,79,39,0.7219280948873623,10
tox-dev__pipdeptree.c31b6418.lm_rewrite__wbyczl9q,success,claude-3-7-sonnet-20250219,81,40,2.1219280948873624,10
PyCQA__flake8.cf1542ce.lm_rewrite__79ro1skp,wandering,claude-3-7-sonnet-20250219,45,22,1.7609640474436812,10
pyupio__safety.7654596b.lm_rewrite__1nj7fsg7,success,claude-3-7-sonnet-20250219,75,37,1.8464393446710154,10
jaraco__inflect.c079a96a.lm_rewrite__0lqo6vzk,success,claude-3-7-sonnet-20250219,53,26,1.3709505944546687,10
pndurette__gTTS.dbcda4f3.lm_rewrite__x38p7pes,success,claude-3-7-sonnet-20250219,47,23,1.7609640474436812,10
pydata__patsy.a5d16484.lm_rewrite__jt0252tr,success,claude-3-7-sonnet-20250219,37,18,1.7609640474436812,10
pallets__click.fde47b4b.lm_rewrite__xvtk49bf,success,claude-3-7-sonnet-20250219,69,34,1.1567796494470395,10
dask__dask.5f61e423.lm_rewrite__cqzhrhb4,wandering,claude-3-7-sonnet-20250219,91,45,1.7609640474436812,10
cookiecutter__cookiecutter.b4451231.lm_rewrite__5fpknkuc,wandering,claude-3-7-sonnet-20250219,39,19,1.9609640474436814,10
msiemens__tinydb.10644a0e.lm_rewrite__o0uce7v7,success,claude-3-7-sonnet-20250219,37,18,1.7609640474436812,10
pandas-dev__pandas.95280573.lm_rewrite__hyvj0x3w,locked,claude-3-7-sonnet-20250219,59,29,2.1219280948873624,10
davidhalter__parso.338a5760.lm_rewrite__g7uqegw9,wandering,claude-3-7-sonnet-20250219,63,31,1.5709505944546687,10
tox-dev__pipdeptree.c31b6418.lm_rewrite__txnpa067,success,claude-3-7-sonnet-20250219,43,21,1.3709505944546687,10
pydicom__pydicom.7d361b3d.lm_rewrite__pa98thtl,wandering,claude-3-7-sonnet-20250219,99,49,1.7609640474436812,10
joke2k__faker.8b401a7d.lm_rewrite__61ght28w,success,claude-3-7-sonnet-20250219,45,22,1.7609640474436812,10
scanny__python-pptx.278b47b1.lm_rewrite__4jscd9mu,success,claude-3-7-sonnet-20250219,57,28,1.4854752972273344,10
bottlepy__bottle.a8dfef30.lm_rewrite__9moz0q8z,success,claude-3-7-sonnet-20250219,79,39,1.7609640474436812,10
pydicom__pydicom.7d361b3d.lm_rewrite__ugr4c03y,locked,claude-3-7-sonnet-20250219,33,16,1.7609640474436812,10
tweepy__tweepy.91a41c6e.lm_rewrite__uy93ktdh,success,claude-3-7-sonnet-20250219,51,25,1.7609640474436812,10
PyCQA__flake8.cf1542ce.lm_rewrite__azwlwsyj,wandering,claude-3-7-sonnet-20250219,75,37,1.7609640474436812,10
mahmoud__glom.fb3c4e76.lm_rewrite__byt5w4db,wandering,claude-3-7-sonnet-20250219,65,32,1.9219280948873623,10
hukkin__tomli.443a0c1b.lm_rewrite__58grwkl8,wandering,claude-3-7-sonnet-20250219,95,47,1.9219280948873623,10
iterative__dvc.1d6ea681.lm_rewrite__ftdl01dw,success,claude-3-7-sonnet-20250219,49,24,1.9709505944546686,10
pudo__dataset.5c2dc8d3.lm_rewrite__3su3yv0o,success,claude-3-7-sonnet-20250219,33,16,1.7609640474436812,10
gawel__pyquery.811cd048.lm_rewrite__u5zsebdl,success,claude-3-7-sonnet-20250219,45,22,1.8464393446710154,10
tkrajina__gpxpy.09fc46b3.lm_rewrite__3i4ybpp9,wandering,claude-3-7-sonnet-20250219,117,58,1.8464393446710154,10
iterative__dvc.1d6ea681.lm_rewrite__vfdhnet4,wandering,claude-3-7-sonnet-20250219,103,51,1.3709505944546687,10
python-jsonschema__jsonschema.93e0caa5.lm_rewrite__6ysykn97,wandering,claude-3-7-sonnet-20250219,77,38,1.5709505944546687,10
mahmoud__glom.fb3c4e76.lm_rewrite__c5tayn7a,wandering,claude-3-7-sonnet-20250219,143,71,1.8464393446710154,10
mahmoud__glom.fb3c4e76.lm_rewrite__749xe83q,success,claude-3-7-sonnet-20250219,55,27,1.9219280948873623,10
Suor__funcy.207a7810.lm_rewrite__0qqkv50w,wandering,claude-3-7-sonnet-20250219,199,99,1.8464393446710154,10
gawel__pyquery.811cd048.lm_rewrite__9iut44hl,wandering,claude-3-7-sonnet-20250219,145,72,0.7219280948873623,10
mozillazg__python-pinyin.e42dede5.lm_rewrite__0p0ojioz,success,claude-3-7-sonnet-20250219,83,41,1.9609640474436814,10
pallets__click.fde47b4b.lm_rewrite__5wzprufu,success,claude-3-7-sonnet-20250219,33,16,1.8464393446710154,10
pyasn1__pyasn1.0f07d724.lm_rewrite__fix4ofsi,success,claude-3-7-sonnet-20250219,87,43,1.3709505944546687,10
python-hyper__h11.bed0dd4a.lm_rewrite__sknw8cg8,success,claude-3-7-sonnet-20250219,45,22,2.1219280948873624,10
mahmoud__glom.fb3c4e76.lm_rewrite__pchy316h,success,claude-3-7-sonnet-20250219,107,53,1.7609640474436812,10
graphql-python__graphene.82903263.lm_rewrite__rfuy4n0f,success,claude-3-7-sonnet-20250219,33,16,1.7609640474436812,10
pydicom__pydicom.7d361b3d.lm_rewrite__cfby99az,success,claude-3-7-sonnet-20250219,69,34,1.5709505944546687,10
theskumar__python-dotenv.2b8635b7.lm_rewrite__zfuq5ykl,success,claude-3-7-sonnet-20250219,27,13,2.1219280948873624,10
Suor__funcy.207a7810.lm_rewrite__gb2fe8gv,success,claude-3-7-sonnet-20250219,57,28,1.1567796494470395,10
pygments__pygments.27649ebb.lm_rewrite__ls5cq94d,success,claude-3-7-sonnet-20250219,43,21,1.9219280948873623,10
spulec__freezegun.5f171db0.lm_rewrite__3o8kksgy,wandering,claude-3-7-sonnet-20250219,71,35,1.7609640474436812,10
joke2k__faker.8b401a7d.lm_rewrite__3my69znu,success,claude-3-7-sonnet-20250219,117,58,1.3709505944546687,10
